0.0184;0;0.05;0;0;0.3;0;0.1;0.2;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0.001;0.003;0.1;0;0.1;0.067;0;0;0;0;1
0.0305;0;0.05;0;0;0.3;0;0.1;0.2;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0.002;0.004;0.1;0;0.05;0.05;0;0;0;0;1
0.015;0;0.05;0;0;0.1;0;0.1;0.3;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0.001;0.001;0.1;0;0.1;0;0;0;0;0;1
0.006;0;0.05;0;0;0.3;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.001;0.001;0.1;0;0.1;0;0;0;0;0;1
0.0158;0;0.05;0;0;0.3;0;0.1;0.4;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0.002;0.002;0.1;0;0.05;0;0;0;0;0;1
0.0113;0;0.05;0;0;0.5;0;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.001;0.001;0.1;0;0.1;0;0;0;0;0;1
0.0053;0;0.05;0;0;0.3;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.002;0.002;0.1;0;0.05;0;0;0;0;0;1
0;0;0.14;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.001;0.001;0.1;0;0.1;0;0;0;0;0;1
0;0;0.14;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.002;0.002;0.1;0;0.1;0;0;0;0;0;1
0;0;0.14;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.003;0.003;0.1;0;0.1;0;0;0;0;0;1
0.0023;0;0.05;0;0;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.001;0.002;0.1;0;0.1;0.1;0;0;0;0;2
0.006;0;0.05;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0.1;0;0;0.001;0.001;0.1;0;0.1;0;0.1;0.1;0;0;2
0;0;0.05;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0.05;0.05;0.05;0.05;0.1;0;0;0.002;0.002;0.1;0;0.05;0;0.05;0.05;0.05;0.05;2
0;0;0.05;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.003;0.003;0.1;0;0.033;0;0.033;0.033;0.067;0.067;2
0;0;0.05;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.004;0.004;0.1;0;0.025;0;0.025;0.025;0.075;0.075;2
0;0;0.05;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.005;0.005;0.1;0;0.02;0;0.02;0.02;0.08;0.08;2
0;0;0.05;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.006;0.006;0.1;0;0.017;0;0.017;0.017;0.083;0.083;2
0;0;0.05;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.007;0.007;0.1;0;0.014;0;0.014;0.014;0.086;0.086;2
0;0;0.05;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.008;0.008;0.1;0;0.012;0;0.012;0.012;0.088;0.088;2
0;0;0.05;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.009;0.009;0.1;0;0.011;0;0.011;0.011;0.089;0.089;2
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0.1;0;0;0.05;0.1;0;0.001;0.002;0.1;0;0.1;0.1;0.1;0.05;0;0;3
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.067;0.1;0;0;0.067;0.067;0;0.002;0.003;0.1;0;0.05;0.067;0.1;0.067;0;0;3
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.075;0.1;0;0;0.075;0.05;0;0.003;0.004;0.1;0;0.033;0.05;0.1;0.075;0;0;3
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08;0.1;0;0;0.08;0.04;0;0.004;0.005;0.1;0;0.025;0.04;0.1;0.08;0;0;3
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.083;0.1;0;0;0.083;0.033;0;0.005;0.006;0.1;0;0.02;0.033;0.1;0.083;0;0;3
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086;0.1;0;0;0.086;0.029;0;0.006;0.007;0.1;0;0.017;0.029;0.1;0.086;0;0;3
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088;0.1;0;0;0.088;0.025;0;0.007;0.008;0.1;0;0.014;0.025;0.1;0.088;0;0;3
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.089;0.1;0;0;0.089;0.022;0;0.008;0.009;0.1;0;0.012;0.022;0.1;0.089;0;0;3
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09;0.1;0;0;0.09;0.02;0;0.009;0.01;0.1;0;0.011;0.02;0.1;0.09;0;0;3
0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091;0.1;0;0;0.091;0.018;0;0.01;0.011;0.1;0;0.01;0.018;0.1;0.091;0;0;3
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;4
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.001;0.001;0.1;0;0.1;0;0;0;0;0;4
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.002;0.002;0.1;0;0.05;0;0;0;0;0;4
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.003;0.003;0.1;0;0.033;0;0;0;0;0;4
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.004;0.004;0.1;0;0.025;0;0;0;0;0;4
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.005;0.005;0.1;0;0.02;0;0;0;0;0;4
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.006;0.006;0.1;0;0.017;0;0;0;0;0;4
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.007;0.007;0.1;0;0.014;0;0;0;0;0;4
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.008;0.008;0.1;0;0.012;0;0;0;0;0;4
0;0;0;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.009;0.009;0.1;0;0.011;0;0;0;0;0;4
0;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.171;0.062;0.027;0.002;0.001;0.003;0.001;0;0.029;0.002;5
0.0001;0;0.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0;0;0.172;0.062;0.027;0.002;0.001;0.003;0.001;0;0.03;0.003;5
0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.033;0.067;0;0.173;0.001;0.001;0.003;0.002;0;0.001;0;0.03;0.1;5
0.0001;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.05;0.05;0;0.174;0.002;0.001;0.003;0.002;0;0.001;0;0.03;0.1;5
0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.02;0.06;0;0.175;0.001;0.001;0.003;0.003;0;0.001;0;0.031;0.1;5
0.0001;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.033;0.05;0;0.176;0.002;0.001;0.003;0.003;0;0.001;0;0.031;0.1;5
0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.014;0.057;0;0.177;0.001;0.001;0.004;0.004;0;0.001;0;0.032;0.1;5
0.0001;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.025;0.05;0;0.178;0.002;0.001;0.004;0.004;0;0.001;0;0.032;0.1;5
0;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.011;0.056;0;0.179;0.001;0.001;0.004;0.005;0;0.001;0;0.032;0.1;5
0.0001;0;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.02;0.05;0;0.18;0.002;0.001;0.004;0.006;0;0.001;0;0.033;0.1;5
0;0.02;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.143;0.001;0.001;0.004;0.001;0;0.001;0;0;0;6
0;0.02;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.144;0.002;0.001;0.004;0.002;0;0.001;0;0;0;6
0;0.02;0.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.145;0.003;0.002;0.004;0.003;0;0.001;0;0;0;6
0;0.01;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0.1;0;0.146;0.001;0.001;0.005;0.001;0;0.001;0;0;0;6
0;0.01;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.067;0.067;0;0.147;0.002;0.001;0.005;0.001;0;0.001;0;0;0;6
0;0.01;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025;0.075;0;0.148;0.001;0.001;0.005;0.002;0;0.001;0;0;0;6
0;0.01;0.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04;0.06;0;0.149;0.002;0.001;0.005;0.003;0;0.001;0;0;0;6
0;0.01;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.017;0.067;0;0.15;0.001;0.001;0.006;0.003;0;0.001;0;0;0;6
0;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014;0.071;0;0.151;0.003;0.002;0.006;0.001;0;0.001;0;0;0;6
0.0001;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025;0.062;0;0.152;0.004;0.003;0.006;0.001;0;0.001;0;0;0;6

0;0;0.14;0;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.003;0.083;0.1;0;0.1;0.002;0;0;0;0;1
0;0;0.14;0;0;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.004;0.084;0.1;0;0.1;0.002;0;0;0;0;1
0.0031;0;0.05;0;0;0.3;0;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.002;0.002;0.1;0;0.05;0;0;0;0;0;1
0.0033;0;0.05;0;0;0.3;0;0.1;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.003;0.003;0.1;0;0.033;0;0;0;0;0;1
0.0162;0;0.05;0;0;0.3;0;0.1;0.4;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0.004;0.004;0.1;0;0.025;0;0;0;0;0;1
0.0127;0;0.05;0;0;0.1;0;0.1;0;0;0;0.1;0;0;0;0;0;0.099;0;0;0;0.001;0.008;0;0.005;0.005;0.1;0;0.02;0;0;0;0;0;1
0.0321;0;0.05;0;0;0;0;0.1;0;0;0;0.1;0;0;0;0;0;0.099;0;0.001;0.1;0.001;0.006;0;0.006;0.006;0.1;0;0.017;0;0;0;0.017;0.017;1
0.0045;0;0.05;0;0;0.3;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0.05;0;0.05;0.1;0;0.007;0.007;0.1;0;0.014;0;0;0;0.014;0.014;1
0.0176;0;0.05;0;0;0.3;0;0.1;0.4;0;0;0.1;0;0;0;0;0;0;0;0;0;0.1;0;0;0.008;0.008;0.1;0;0.012;0;0;0;0.012;0.012;1
0.0061;0;0.05;0;0;0.3;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.009;0.009;0.1;0;0.011;0;0;0;0.011;0.011;1
