0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.002; 0.001; 0.05; 0.1; 0; 0; 0.05; 0.1; 0; 0.001; 0.002; 0.1; 0; 0.1; 0.1; 0.1; 0.05; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.003; 0.002; 0.067; 0.1; 0; 0; 0.067; 0.067; 0; 0.002; 0.003; 0.1; 0; 0.05; 0.067; 0.1; 0.067; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.004; 0.003; 0.075; 0.1; 0; 0; 0.075; 0.05; 0; 0.003; 0.004; 0.1; 0; 0.033; 0.05; 0.1; 0.075; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.005; 0.004; 0.08; 0.1; 0; 0; 0.08; 0.04; 0; 0.004; 0.005; 0.1; 0; 0.025; 0.04; 0.1; 0.08; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.006; 0.005; 0.083; 0.1; 0; 0; 0.083; 0.033; 0; 0.005; 0.006; 0.1; 0; 0.02; 0.033; 0.1; 0.083; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.007; 0.006; 0.086; 0.1; 0; 0; 0.086; 0.029; 0; 0.006; 0.007; 0.1; 0; 0.017; 0.029; 0.1; 0.086; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.008; 0.007; 0.088; 0.1; 0; 0; 0.088; 0.025; 0; 0.007; 0.008; 0.1; 0; 0.014; 0.025; 0.1; 0.088; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.009; 0.008; 0.089; 0.1; 0; 0; 0.089; 0.022; 0; 0.008; 0.009; 0.1; 0; 0.012; 0.022; 0.1; 0.089; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.01; 0.009; 0.09; 0.1; 0; 0; 0.09; 0.02; 0; 0.009; 0.01; 0.1; 0; 0.011; 0.02; 0.1; 0.09; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.011; 0.01; 0.091; 0.1; 0; 0; 0.091; 0.018; 0; 0.01; 0.011; 0.1; 0; 0.01; 0.018; 0.1; 0.091; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.012; 0.011; 0.092; 0.1; 0; 0; 0.092; 0.017; 0; 0.011; 0.012; 0.1; 0; 0.009; 0.017; 0.1; 0.092; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.013; 0.012; 0.092; 0.1; 0; 0; 0.092; 0.015; 0; 0.012; 0.013; 0.1; 0; 0.008; 0.015; 0.1; 0.092; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.014; 0.013; 0.093; 0.1; 0; 0; 0.093; 0.014; 0; 0.013; 0.014; 0.1; 0; 0.008; 0.014; 0.1; 0.093; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.015; 0.014; 0.093; 0.1; 0; 0; 0.093; 0.013; 0; 0.014; 0.015; 0.1; 0; 0.007; 0.013; 0.1; 0.093; 0; 0;0.3
0; 0; 0.05; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.016; 0.015; 0.094; 0.1; 0; 0; 0.094; 0.012; 0; 0.015; 0.016; 0.1; 0; 0.007; 0.012; 0.1; 0.094; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.063; 0.001; 0.1; 0.1; 0; 0; 0.002; 0.008; 0; 0.001; 0.001; 0.1; 0; 0.1; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.101; 0.012; 0.1; 0.1; 0; 0; 0.012; 0.006; 0; 0.002; 0.001; 0.05; 0.1; 0.05; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.102; 0.013; 0.1; 0.1; 0; 0; 0.013; 0.006; 0; 0.003; 0.002; 0.067; 0.067; 0.033; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.103; 0.001; 0.1; 0.1; 0; 0; 0.001; 0.007; 0; 0.004; 0.001; 0.025; 0.075; 0.025; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.104; 0.002; 0.1; 0.1; 0; 0; 0.002; 0.007; 0; 0.005; 0.002; 0.04; 0.06; 0.02; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.105; 0.003; 0.1; 0.1; 0; 0; 0.003; 0.007; 0; 0.006; 0.003; 0.05; 0.05; 0.017; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.106; 0.004; 0.1; 0.1; 0; 0; 0.004; 0.007; 0; 0.007; 0.004; 0.057; 0.043; 0.014; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.107; 0.005; 0.1; 0.1; 0; 0; 0.005; 0.007; 0; 0.008; 0.005; 0.062; 0.038; 0.012; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.108; 0.006; 0.1; 0.1; 0; 0; 0.006; 0.006; 0; 0.009; 0.006; 0.067; 0.033; 0.011; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.109; 0.007; 0.1; 0.1; 0; 0; 0.006; 0.006; 0; 0.01; 0.007; 0.07; 0.03; 0.01; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.11; 0.008; 0.1; 0.1; 0; 0; 0.007; 0.006; 0; 0.011; 0.008; 0.073; 0.027; 0.009; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.064; 0.002; 0.1; 0.1; 0; 0; 0.003; 0.008; 0; 0.012; 0.002; 0.017; 0.025; 0.008; 0; 0.1; 0.1; 0; 0;0.3
0; 0; 0.12; 0.07; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0.111; 0.009; 0.1; 0.1; 0; 0; 0.008; 0.006; 0; 0.013; 0.009; 0.069; 0.023; 0.008; 0; 0.1; 0.1; 0; 0;0.3
